PubChemID,Name,SMILE,Class,class.
14969,Vancomycin,Clc1c2Oc3c(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H]([C@@H](O)[C@@](N)(C4)C)C)CO)c4Oc5c(Cl)cc([C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)c(c3)c4)c1cc(c2c([C@H](NC6=O)C(=O)O)cc(O)cc2O)c(O)cc1)cc5,negative,0
15209,Flurandrenolide,F[C@H]1C[C@H]2[C@H]3[C@@]([C@@]4(OC(O[C@@H]4C3)(C)C)C(=O)CO)(C[C@H](O)[C@@H]2[C@@]2(C1=CC(=O)CC2)C)C,negative,0
16078,Dronabinol,O1C([C@H]2[C@H](c3c1cc(cc3O)CCCCC)C=C(CC2)C)(C)C,negative,0
16490,Flumethasone,F[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@@H](C3)C)C(=O)CO)(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@]21C,negative,0
16850,Fluorescein,O1[C@@]2(c3c(C1=O)cccc3)c1c(Oc3c2ccc(O)c3)cc(O)cc1,negative,0
19003,Cyclacillin,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)C1(N)CCCCC1,negative,0
19649,Streptomycin,O([C@@H]1[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]1O)[C@@H]1O[C@H]([C@@](O)([C@H]1O[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1NC)CO)C=O)C,negative,0
19861,Azatadine,N1(CCC(=C2c3c(CCc4c2nccc4)cccc3)CC1)C,negative,0
20298,Tridihexethyl chloride,O[C@@](C1CCCCC1)(CC[N+](CC)(CC)CC)c1ccccc1,negative,0
20469,Beclomethasone,Cl[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@H](C3)C)C(=O)CO)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C,negative,0
21233,Metocurine,O1c2c3[C@H]([N+](CCc3cc(OC)c2OC)(C)C)Cc2cc(Oc3cc4[C@@H]([N+](CCc4cc3OC)(C)C)Cc3ccc1cc3)c(OC)cc2,negative,0
23576,Trimethaphan,[S@@+]12[C@@H]([C@@H]3N(C(=O)N([C@@H]3C1)Cc1ccccc1)Cc1ccccc1)CCC2,negative,0
26757,Selegiline,N([C@@H](Cc1ccccc1)C)(CC#C)C,negative,0
26987,Clemastine,Clc1ccc([C@](OCC[C@@H]2N(CCC2)C)(c2ccccc2)C)cc1,negative,0
27648,Iocetamic acid,Ic1c(N(C[C@@H](C)C(=O)O)C(=O)C)c(I)cc(I)c1N,negative,0
28620,Deslanoside,O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)CO)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)C[C@@H](O)[C@@]1([C@H](CC2)C1=CC(=O)OC1)C,negative,0
30487,Phendimetrazine,O1[C@@H]([C@H](N(CC1)C)C)c1ccccc1,negative,0
31101,Bromocriptine,Brc1[nH]c2c3c(C4=C[C@@H](C(=O)N[C@@]5(O[C@]6(O)N([C@H](C(=O)N7[C@H]6CCC7)CC(C)C)C5=O)C(C)C)CN([C@@H]4Cc13)C)ccc2,negative,0
31378,Fludrocortisone,F[C@]12[C@H]([C@H]3[C@@]([C@](O)(CC3)C(=O)CO)(C[C@@H]2O)C)CCC2=CC(=O)CC[C@]12C,negative,0
31401,Ursodiol,O[C@@H]1[C@H]2[C@H]3[C@@]([C@H](CC3)[C@@H](CCC(=O)O)C)(CC[C@@H]2[C@@]2([C@H](C1)C[C@H](O)CC2)C)C,negative,0
31477,Metipranolol,O(C[C@@H](O)CNC(C)C)c1c(c(c(OC(=O)C)c(c1)C)C)C,negative,0
31640,Halazepam,Clc1cc2c(N(CC(F)(F)F)C(=O)CN=C2c2ccccc2)cc1,negative,0
33624,Timolol,s1nc(N2CCOCC2)c(OC[C@@H](O)CNC(C)(C)C)n1,negative,0
33630,Penfluridol,Clc1c(cc([C@]2(O)CCN(CC2)CCC[C@@H](c2ccc(F)cc2)c2ccc(F)cc2)cc1)C(F)(F)F,negative,0
35330,Bitolterol,O[C@@H](CNC(C)(C)C)c1cc(OC(=O)c2ccc(cc2)C)c(OC(=O)c2ccc(cc2)C)cc1,negative,0
36339,Etomidate,O(C(=O)c1n([C@@H](c2ccccc2)C)cnc1)CC,negative,0
36811,Dobutamine,Oc1cc(CCN[C@@H](CCc2ccc(O)cc2)C)ccc1O,negative,0
36920,Tertatolol,S1c2c(CCC1)cccc2OC[C@@H](O)CNC(C)(C)C,negative,0
36921,Ticarcillin,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@@H](c1ccsc1)C(=O)O,negative,0
37464,Penbutolol,O(c1c(C2CCCC2)cccc1)C[C@@H](O)CNC(C)(C)C,negative,0
37497,Etidocaine,O=C(Nc1c(cccc1C)C)[C@@H](N(CCC)CC)CC,negative,0
38521,Guanadrel,O1C2(OC[C@H]1CN=C(N)N)CCCCC2,negative,0
39147,Nadolol,O[C@@H]1[C@H](O)Cc2c(C1)c(OC[C@@H](O)CNC(C)(C)C)ccc2,negative,0
39468,Levobunolol,O(c1c2CCCC(=O)c2ccc1)C[C@@H](O)CNC(C)(C)C,negative,0
39765,Vecuronium,O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CCCCC3)C4)C)CC2)C[C@@H]1[N+]1(CCCCC1)C)C)C(=O)C,negative,0
40326,Permethrin,ClC(=C[C@H]1C([C@@H]1C(=O)OCc1cc(Oc2ccccc2)ccc1)(C)C)Cl,negative,0
41693,Sufentanil,s1c(CCN2CC[C@](N(c3ccccc3)C(=O)CC)(CC2)COC)ccc1,negative,0
41781,Torsemide,S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(ccc2)C)ccnc1,negative,0
41867,Epirubicin,O([C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)CO)[C@@H]1O[C@H]([C@H](O)[C@@H](N)C1)C,negative,0
44564,Lodoxamide,Clc1c(NC(=O)C(=O)O)cc(cc1NC(=O)C(=O)O)C#N,negative,0
47319,Atracurium,O(c1cc2[C@H]([N+](CCc2cc1OC)(CCC(=O)OCCCCCOC(=O)CC[N+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2)Cc1cc(OC)c(OC)cc1)C)C)Cc1cc(OC)c(OC)cc1)C,negative,0
47472,Butoconazole,Clc1c(S[C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c(Cl)ccc1,negative,0
47641,Naftifine,N(Cc1c2c(ccc1)cccc2)(C/C=C/c1ccccc1)C,negative,0
47811,Pergolide,S(C[C@@H]1C[C@H]2[C@H](N(C1)CCC)Cc1c3c2cccc3[nH]c1)C,negative,0
50192,Pipecuronium,O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CC[N+](CC3)(C)C)C4)C)CC2)C[C@@H]1N1CC[N+](CC1)(C)C)C)C(=O)C,negative,0
50294,Nedocromil,o1c2c(c3n(CC)c(cc(=O)c3cc2c(=O)cc1C(=O)O)C(=O)O)CCC,negative,0
51263,Alfentanil,O(C[C@]1(N(c2ccccc2)C(=O)CC)CCN(CC1)CCn1nnn(c1=O)CC)C,negative,0
51634,Miglustat,O[C@@H]1[C@H](N(C[C@H](O)[C@H]1O)CCCC)CO,negative,0
54385,Levocabastine,Fc1ccc([C@]2(CC[C@H](N3C[C@H]([C@](CC3)(c3ccccc3)C(=O)O)C)CC2)C#N)cc1,negative,0
54585,Balsalazide,O=C(NCCC(=O)O)c1ccc(N/N=C/2\C=C(C(=O)C=C2)C(=O)O)cc1,negative,0
54892,Quinapril,O=C(N1[C@@H](Cc2c(C1)cccc2)C(=O)O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,negative,0
55245,Mifepristone,O[C@@]1([C@@]2([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)[C@H](C2)c2ccc(N(C)C)cc2)CC1)C)C#CC,negative,0
55362,Gusperimus,O[C@H](NC(=O)CCCCCCN=C(N)N)C(=O)NCCCCNCCCN,negative,0
56339,Fosphenytoin,P(=O)(OCN1C(=O)[C@](NC1=O)(c1ccccc1)c1ccccc1)(O)O,negative,0
56959,Ranolazine,O[C@@H](CN1CCN(CC1)CC(=O)Nc1c(cccc1C)C)COc1c(OC)cccc1,negative,0
57363,Finasteride,O=C(NC(C)(C)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](NC(=O)C=C4)CC3)C)CC2)CC1)C,negative,0
59227,Rotigotine,s1c(CCN([C@H]2CCc3c(C2)cccc3O)CCC)ccc1,negative,0
59768,Esmolol,O(C[C@@H](O)CNC(C)C)c1ccc(CCC(=O)OC)cc1,negative,0
60164,Adapalene,O(c1c([C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)cc(cc1)c1cc2c(cc1)cc(cc2)C(=O)O)C,negative,0
60169,Doxacurium,O(c1c2[C@H]([N+](CCc2cc(OC)c1OC)(CCCOC(=O)CCC(=O)OCCC[N+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2OC)Cc1cc(OC)c(OC)c(OC)c1)C)C)Cc1cc(OC)c(OC)c(OC)c1)C,negative,0
60198,Exemestane,O=C1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2(C(=CC(=O)C=C2)C(=C)C3)C)CC1)C,negative,0
60613,Cidofovir,P(=O)(O)(O)CO[C@@H](Cn1ccc(nc1=O)N)CO,negative,0
60648,Tiagabine,s1c(/C(=C\CCN2C[C@@H](CCC2)C(=O)O)/c2sccc2C)c(cc1)C,negative,0
60663,Mibefradil,Fc1cc2c([C@@H]([C@](OC(=O)COC)(CC2)CCN(CCCc2[nH]c3c(n2)cccc3)C)C(C)C)cc1,negative,0
60714,Gadoteridol,O[C@@H](CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)C,negative,0
60753,Ibutilide,S(=O)(=O)(Nc1ccc([C@@H](O)CCCN(CCCCCCC)CC)cc1)C,negative,0
60789,Arbutamine,O[C@@H](CNCCCCc1ccc(O)cc1)c1cc(O)c(O)cc1,negative,0
60795,Aripiprazole,Clc1c(N2CCN(CC2)CCCCOc2cc3NC(=O)CCc3cc2)cccc1Cl,negative,0
60815,Remifentanil,O(C(=O)C1(N(c2ccccc2)C(=O)CC)CCN(CC1)CCC(=O)OC)C,negative,0
60855,Zanamivir,O1[C@H]([C@H](NC(=O)C)[C@@H](N=C(N)N)C=C1C(=O)O)[C@H](O)[C@H](O)CO,negative,0
60857,Zolmitriptan,O1C[C@@H](NC1=O)Cc1cc2c(CCN(C)C)c[nH]c2cc1,negative,0
60937,Tiludronate,Clc1ccc(SC(P(=O)(O)O)P(=O)(O)O)cc1,negative,0
60947,Tirofiban,S(=O)(=O)(N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O)CCCC,negative,0
60961,Adenosine,O1[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@H](O)[C@H]1CO,negative,0
62358,Ammonium lactate,O[C@@H](C)C(=O)O,negative,0
65015,Plerixafor,N1(CCCNCCNCCCNCC1)Cc1ccc(CN2CCCNCCNCCCNCC2)cc1,negative,0
65016,Amprenavir,S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@H]1CCOC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,negative,0
65492,Iopamidol,Ic1c(c(I)c(NC(=O)[C@@H](O)C)c(I)c1C(=O)NC(CO)CO)C(=O)NC(CO)CO,negative,0
65628,Bendamustine,ClCCN(c1cc2nc(n(c2cc1)C)CCCC(=O)O)CCCl,negative,0
65981,Repaglinide,O=C(N[C@H](c1c(N2CCCCC2)cccc1)CC(C)C)Cc1cc(OCC)c(cc1)C(=O)O,negative,0
65985,Iobitridol,Ic1c(C(=O)N(C[C@H](O)CO)C)c(I)c(NC(=O)C(CO)CO)c(I)c1C(=O)N(C[C@H](O)CO)C,negative,0
71158,Acamprosate,S(=O)(=O)(O)CCCNC(=O)C,negative,0
71183,Methscopolamine,O1[C@@H]2[C@H]3[N+]([C@@H]([C@H]12)C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C3)(C)C,negative,0
71329,Dofetilide,S(=O)(=O)(Nc1ccc(CCN(CCOc2ccc(NS(=O)(=O)C)cc2)C)cc1)C,negative,0
71349,Lanreotide,S1SC[C@@H](NC(=O)[C@H](N)Cc2cc3c(cc2)cccc3)C(=O)N[C@@H](C(=O)N[C@@H](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C1)C(=O)N[C@@H]([C@H](O)C)C(=O)N)Cc1ccc(O)cc1,negative,0
71415,Diflorasone,F[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@H](C3)C)C(=O)CO)(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@]21C,negative,0
72106,Morniflumate,FC(F)(F)c1cc(Nc2ncccc2C(=O)OCCN2CCOCC2)ccc1,negative,0
72287,Methotrimeprazine,S1c2c(N(C[C@@H](CN(C)C)C)c3c1cccc3)cc(OC)cc2,negative,0
75905,Polystyrene sulfonate,S(=O)(=O)(O)c1c(cccc1)C=C,negative,0
77991,Rivastigmine,O(c1cc([C@@H](N(C)C)C)ccc1)C(=O)N(CC)C,negative,0
77992,Frovatriptan,O=C(N)c1cc2c3C[C@H](NC)CCc3[nH]c2cc1,negative,0
77993,Eletriptan,S(=O)(=O)(CCc1cc2c(C[C@@H]3N(CCC3)C)c[nH]c2cc1)c1ccccc1,negative,0
82153,Flunisolide,F[C@H]1C[C@H]2[C@H]3[C@@]([C@@]4(OC(O[C@@H]4C3)(C)C)C(=O)CO)(C[C@H](O)[C@@H]2[C@@]2(C1=CC(=O)C=C2)C)C,negative,0
89594,Nicotine,N1([C@@H](CCC1)c1cccnc1)C,negative,0
91488,Fluocinolone,F[C@@]12[C@H]([C@H]3[C@@]([C@@]4(OC(O[C@@H]4C3)(C)C)C(=O)CO)(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@]21C,negative,0
104741,Fulvestrant,[S@](=O)(CCCCCCCCC[C@H]1[C@H]2[C@H]3[C@](CC[C@@H]2c2c(C1)cc(O)cc2)([C@@H](O)CC3)C)CCCC(F)(F)C(F)(F)F,negative,0
107807,Perindopril,O=C(N1[C@@H]2[C@H](C[C@H]1C(=O)O)CCCC2)[C@@H](N[C@@H](CCC)C(=O)OCC)C,negative,0
115237,Paliperidone,Fc1cc2onc([C@H]3CCN(CC3)CCc3c(=O)n4CCC[C@H](O)c4nc3C)c2cc1,negative,0
115355,Nitisinone,FC(F)(F)c1cc(N(=O)=O)c(C(=O)C2C(=O)CCCC2=O)cc1,negative,0
123606,Almotriptan,S(=O)(=O)(N1CCCC1)Cc1cc2c(CCN(C)C)c[nH]c2cc1,negative,0
125017,Desvenlafaxine,OC1([C@@H](CN(C)C)c2ccc(O)cc2)CCCCC1,negative,0
129211,Tamsulosin,S(=O)(=O)(N)c1cc(C[C@H](NCCOc2c(OCC)cccc2)C)ccc1OC,negative,0
129228,Rufinamide,Fc1c(Cn2nnc(c2)C(=O)N)c(F)ccc1,negative,0
135191,Xylose,O1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C1,negative,0
151075,Nepafenac,O=C(c1c(N)c(CC(=O)N)ccc1)c1ccccc1,negative,0
151171,Conivaptan,O=C(N1CCc2[nH]c(nc2c2c1cccc2)C)c1ccc(NC(=O)c2c(c3ccccc3)cccc2)cc1,negative,0
153921,Gadodiamide,OC(=O)CN(CCN(CC(=O)NC)CC(=O)O)CCN(CC(=O)NC)CC(=O)O,negative,0
153994,Clevidipine,Clc1c([C@H]2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OCOC(=O)CCC)cccc1Cl,negative,0
154059,Solifenacin,O([C@H]1[C@@H]2CCN(C1)CC2)C(=O)N1[C@H](c2c(CC1)cccc2)c1ccccc1,negative,0
154101,Dexmethylphenidate,O(C(=O)[C@@H]([C@@H]1NCCCC1)c1ccccc1)C,negative,0
156419,Cinacalcet,FC(F)(F)c1cc(CCCN[C@@H](c2c3c(ccc2)cccc3)C)ccc1,negative,0
157920,Lubiprostone,FC(F)([C@@]1(O[C@H]2[C@@H]([C@H](C(=O)C2)CCCCCCC(=O)O)CC1)O)CCCC,negative,0
165580,Paromomycin,O([C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2N)CO)[C@@H](N)C[C@@H](N)[C@@H]1O)[C@@H]1O[C@@H]([C@@H](O[C@H]2O[C@H]([C@@H](O)[C@H](O)[C@H]2N)CN)[C@H]1O)CO,negative,0
170361,Varenicline,N1C[C@H]2C[C@H](c3c2cc2nccnc2c3)C1,negative,0
171758,Temocillin,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@@]2(OC)NC(=O)[C@@H](c1ccsc1)C(=O)O,negative,0
174174,Atropine,O([C@H]1C[C@@H]2N([C@@H](CC2)C1)C)C(=O)[C@@H](c1ccccc1)CO,negative,0
175805,Ropivacaine,O=C(Nc1c(cccc1C)C)[C@H]1N(CCCC1)CCC,negative,0
208902,Ramelteon,O1c2c(c3[C@@H](CCc3cc2)CCNC(=O)CC)CC1,negative,0
216258,Colistimethate sodium,S(=O)(=O)(O)CNCC[C@H]1NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CCCC[C@@H](CC)C)CCNCS(=O)(=O)O)[C@H](O)C)CCNCS(=O)(=O)O)CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(C)C)CC(C)C)CCNCS(=O)(=O)O)CCNCS(=O)(=O)O)[C@H](O)C,negative,0
219024,Regadenoson,O1[C@@H](n2c3nc(nc(N)c3nc2)n2ncc(c2)C(=O)NC)[C@H](O)[C@H](O)[C@H]1CO,negative,0
219078,Lacosamide,O(C[C@@H](NC(=O)C)C(=O)NCc1ccccc1)C,negative,0
247839,Medrysone,O[C@@H]1[C@H]2[C@H]([C@H]3[C@](C1)([C@H](CC3)C(=O)C)C)C[C@@H](C1=CC(=O)CC[C@]21C)C,negative,0
439260,Norepinephrine,O[C@H](c1cc(O)c(O)cc1)CN,negative,0
441207,Digitoxin,O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)CC[C@@]1([C@H](CC2)C1=CC(=O)OC1)C,negative,0
441244,Silver sulfadiazine,S(=O)(=O)([N-]c1ncccn1)c1ccc(N)cc1,negative,0
441278,Pentazocine,Oc1cc2[C@]3([C@H]([C@H](N(CC3)CC=C(C)C)Cc2cc1)C)C,negative,0
441290,Rocuronium,O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](O)[C@@H](N3CCOCC3)C4)C)CC2)C[C@@H]1[N+]1(CCCC1)CC=C)C)C(=O)C,negative,0
441314,Miglitol,O[C@@H]1[C@H](N(C[C@H](O)[C@H]1O)CCO)CO,negative,0
441335,Mometasone,Cl[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@@H](C3)C)C(=O)CCl)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C,negative,0
441350,Metyrosine,OC(=O)[C@@](N)(Cc1ccc(O)cc1)C,negative,0
441383,Terconazole,Clc1c([C@@]2(O[C@H](CO2)COc2ccc(N3CCN(CC3)C(C)C)cc2)Cn2ncnc2)ccc(Cl)c1,negative,0
441397,Bacampicillin,S1[C@H]2N([C@H](C1(C)C)C(=O)O[C@@H](OC(=O)OCC)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1,negative,0
443936,Difluprednate,F[C@@]12[C@H]([C@H]3[C@@]([C@](OC(=O)CCC)(CC3)C(=O)COC(=O)C)(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@]21C,negative,0
443943,Halcinonide,ClCC(=O)[C@]12OC(O[C@@H]2C[C@@H]2[C@@]1(C[C@H](O)[C@@]1(F)[C@H]2CCC2=CC(=O)CC[C@]12C)C)(C)C,negative,0
443944,Metrizamide,Ic1c(C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)c(I)c(NC(=O)C)c(I)c1N(C)C(=O)C,negative,0
443958,Amcinonide,F[C@@]12[C@H]([C@H]3[C@@]([C@@]4(OC5(O[C@@H]4C3)CCCC5)C(=O)COC(=O)C)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C,negative,0
444008,Tibolone,O[C@@]1([C@@]2([C@H]([C@H]3[C@H](CC2)C2=C(C[C@H]3C)CC(=O)CC2)CC1)C)C#C,negative,0
444013,Gadoversetamide,OC(=O)CN(CCN(CC(=O)NCCOC)CC(=O)O)CCN(CC(=O)NCCOC)CC(=O)O,negative,0
444031,Darifenacin,O=C(N)[C@]([C@@H]1CCN(C1)CCc1cc2c(OCC2)cc1)(c1ccccc1)c1ccccc1,negative,0
446596,Mupirocin,O1[C@H]([C@@H]1[C@H]([C@@H](O)C)C)C[C@@H]1[C@@H](O)[C@@H](O)[C@@H](OC1)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C,negative,0
448812,Eptifibatide,S1SCCC(=O)N[C@@H](CCCCN=C(N)N)C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](C1)C(=O)N)Cc1c2c([nH]c1)cccc2)CC(=O)O,negative,0
454216,Valrubicin,FC(F)(F)C(=O)N[C@H]1C[C@@H](O[C@H]2C[C@@](O)(Cc3c2c(O)c2c(c3O)C(=O)c3c(C2=O)c(OC)ccc3)C(=O)COC(=O)CCCC)O[C@@H]([C@H]1O)C,negative,0
541384,Tyropanoate sodium,Ic1c(C[C@@H](CC)C(=O)O)c(I)cc(I)c1NC(=O)CCC,negative,0
592735,Ergoloid mesylates,O1[C@@]2(O)N([C@@H](C(CC)(C)C)C(=O)N3[C@@H]2CCC3)C(=O)[C@@]1(NC(=O)[C@H]1C[C@@H]2[C@@H](N(C1)C)Cc1c3c2cccc3[nH]c1)C(C)C,negative,0
638678,Protirelin,O=C(N1[C@@H](CCC1)C(=O)N)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1,negative,0
638793,Gonadorelin,O=C(N1[C@@H](CCC1)C(=O)NCC(=O)N)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)CC(C)C)CCCN=C(N)N,negative,0
644073,Buprenorphine,O1[C@@H]2[C@]34[C@]5(C[C@@H]([C@]2(OC)CC5)[C@](O)(C(C)(C)C)C)[C@H](N(CC3)CC2CC2)Cc2c4c1c(O)cc2,negative,0
644076,Lypressin,S1SC[C@H](N)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N)C1)CC(=O)N)CCC(=O)N)Cc1ccccc1)Cc1ccc(O)cc1,negative,0
656583,Trilostane,O1[C@@]23[C@@]([C@@H]4[C@H]([C@H]5[C@](CC4)([C@@H](O)CC5)C)CC3)(CC(=C(O)[C@@H]12)C#N)C,negative,0
667476,Dienestrol,Oc1ccc(/C(=C\C)/C(=C/C)/c2ccc(O)cc2)cc1,negative,0
688020,Crotamiton,O=C(N(c1c(cccc1)C)CC)/C=C/C,negative,0
941361,Flunarizine,Fc1ccc([C@H](N2CCN(CC2)C/C=C/c2ccccc2)c2ccc(F)cc2)cc1,negative,0
969472,Eszopiclone,Clc1ccc(N2[C@@H](OC(=O)N3CCN(CC3)C)c3nccnc3C2=O)nc1,negative,0
2724385,Digoxin,O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)C[C@@H](O)[C@@]1([C@@H](CC2)C1=CC(=O)OC1)C,negative,0
3011155,Nelarabine,O1[C@@H](n2c3nc(nc(OC)c3nc2)N)[C@@H](O)[C@H](O)[C@H]1CO,negative,0
3033053,Dezocine,Oc1cc2[C@@]3([C@H](N)[C@H](Cc2cc1)CCCCC3)C,negative,0
3033538,Dapiprazole,N1(CCN(CC1)c1c(cccc1)C)CCc1n2CCCCc2nn1,negative,0
3037234,Iophendylate,Ic1c([C@H](CCCCCCCCC(=O)OCC)C)cccc1,negative,0
3038498,Fospropofol,P(=O)(OCOc1c(C(C)C)cccc1C(C)C)(O)O,negative,0
3052776,Rasagiline,N([C@@H]1CCc2c1cccc2)CC#C,negative,0
3083544,Formoterol,O[C@@H](CN[C@@H](Cc1ccc(OC)cc1)C)c1cc(NC=O)c(O)cc1,negative,0
5280363,Dinoprost,O[C@@H]1[C@@H]([C@H]([C@H](O)C1)/C=C/[C@@H](O)CCCCC)C/C=C\CCCC(=O)O,negative,0
5280453,Calcitriol,OC(CCC[C@H]([C@@H]1[C@@]2([C@@H](CC1)/C(=C/C=C\1/C[C@@H](O)C[C@H](O)C1=C)/CCC2)C)C)(C)C,negative,0
5280489,Beta-carotene,C1(CCCC(=C1/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C)C)(C)C,negative,0
5280795,Vitamin d,O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@]([C@H](CC3)[C@@H](CCCC(C)C)C)(CCC2)C)/C(=C)CC1,negative,0
5280954,Rescinnamine,O([C@@H]1[C@H]([C@@H]2[C@@H](CN3[C@H](C2)c2[nH]c4c(c2CC3)ccc(OC)c4)C[C@H]1OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C(=O)OC)C,negative,0
5281004,Budesonide,O1[C@]2([C@@]3([C@H]([C@H]4[C@H]([C@@H](O)C3)[C@@]3(C(=CC(=O)C=C3)CC4)C)C[C@H]2O[C@H]1CCC)C)C(=O)CO,negative,0
5281035,Pyrvinium,n1(c(c(cc1C)/C=C/c1[n+](c2c(cc(N(C)C)cc2)cc1)C)C)c1ccccc1,negative,0
5281037,Eprosartan,s1c(C/C(=C\c2n(c(nc2)CCCC)Cc2ccc(cc2)C(=O)O)/C(=O)O)ccc1,negative,0
